time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-01-01T04:40:23.760Z,32.9755,-115.5438333,5.95,2.11,ml,25,87,0.07029,0.23,ci,ci37776608,2017-01-01T04:51:13.350Z,"1km WSW of Brawley, CA",earthquake,0.36,1.26,0.204,25,automatic,ci,ci
2017-01-01T04:40:46.360Z,32.9665,-115.5445,5.83,2.21,ml,25,75,0.06627,0.25,ci,ci37776616,2017-01-04T00:39:19.375Z,"2km SW of Brawley, CA",earthquake,0.31,0.62,0.151,67,reviewed,ci,ci
2017-01-01T04:41:04.920Z,32.9731667,-115.5501667,2.84,2,ml,17,75,0.07018,0.24,ci,ci37776624,2017-01-04T00:24:17.691Z,"2km WSW of Brawley, CA",earthquake,0.51,0.49,0.329,9,reviewed,ci,ci
2017-01-01T04:41:52.170Z,38.8196678,-122.80867,2.31,1.18,md,15,123,0.00388,0.04,nc,nc72746825,2017-01-01T04:57:03.541Z,"6km NW of The Geysers, California",earthquake,0.35,0.49,0.15,6,automatic,nc,nc
2017-01-01T04:43:09.490Z,32.9621667,-115.5461667,3.45,1.34,ml,14,85,0.06175,0.27,ci,ci37776632,2017-01-01T04:46:47.018Z,"2km SW of Brawley, CA",earthquake,0.48,0.73,0.239,20,automatic,ci,ci
2017-01-01T04:43:29.636Z,38.4504,-118.8324,10.6,1.2,ml,6,65.45,0.053,0.1109,nn,nn00571837,2017-01-01T15:45:37.923Z,"19km WSW of Hawthorne, Nevada",earthquake,,2.7,0.17,5,reviewed,nn,nn
2017-01-01T04:44:50.110Z,32.9523333,-115.5365,3.3,1.41,ml,13,98,0.05466,0.28,ci,ci37776640,2017-01-01T04:48:27.095Z,"3km S of Brawley, CA",earthquake,0.68,0.81,0.173,25,automatic,ci,ci
2017-01-01T04:47:06.062Z,38.335,-118.9175,0,1.4,ml,15,76.38,0.292,,nn,nn00571838,2017-01-01T04:48:53.525Z,"28km ENE of Bridgeport, California",earthquake,,,0.35,6,automatic,nn,nn
2017-01-01T04:47:44.570Z,32.9543333,-115.5478333,2.69,1.22,ml,15,84,0.05382,0.29,ci,ci37776648,2017-01-01T04:51:23.030Z,"3km SSW of Brawley, CA",earthquake,0.57,0.81,0.201,21,automatic,ci,ci
2017-01-01T04:49:43.930Z,47.6091667,-114.3713333,5,-0.57,md,5,121,0.15,0.13,mb,mb80195719,2017-01-03T21:00:11.460Z,"18km WSW of Polson, Montana",earthquake,0.83,31.61,0.057,2,reviewed,mb,mb
2017-01-01T04:49:47.820Z,32.958,-115.5501667,2.8,1.33,ml,19,85,0.05707,0.28,ci,ci37776656,2017-01-01T04:53:27.771Z,"3km SW of Brawley, CA",earthquake,0.45,0.69,0.237,25,automatic,ci,ci
2017-01-01T05:00:24.570Z,32.9595,-115.5618333,2.52,1.12,ml,11,111,0.05788,0.24,ci,ci37776664,2017-01-01T05:04:07.143Z,"4km SW of Brawley, CA",earthquake,0.53,0.7,0.203,14,automatic,ci,ci
2017-01-01T05:05:47.370Z,32.9578333,-115.5686667,2.47,1.2,ml,14,89,0.0566,0.27,ci,ci37776672,2017-01-01T05:09:24.234Z,"4km WSW of Brawley, CA",earthquake,0.51,0.82,0.245,20,automatic,ci,ci
2017-01-01T05:06:53.110Z,32.9685,-115.5418333,2.19,1.59,ml,23,94,0.0687,0.29,ci,ci37776680,2017-01-01T05:17:52.750Z,"2km SW of Brawley, CA",earthquake,0.5,0.83,0.201,28,automatic,ci,ci
2017-01-01T05:08:14.160Z,32.9616667,-115.5408333,2.65,1.13,ml,14,93,0.06231,0.24,ci,ci37776688,2017-01-01T05:11:59.039Z,"2km SSW of Brawley, CA",earthquake,0.5,0.65,0.119,14,automatic,ci,ci
2017-01-01T05:10:28.340Z,32.9708333,-115.5486667,5.57,1.95,ml,27,86,0.06991,0.24,ci,ci37776696,2017-01-01T05:21:05.350Z,"2km WSW of Brawley, CA",earthquake,0.36,0.91,0.152,26,automatic,ci,ci
2017-01-01T05:12:44.470Z,32.9623333,-115.5448333,5.36,1.44,ml,18,86,0.06215,0.21,ci,ci37776704,2017-01-01T05:16:23.680Z,"2km SW of Brawley, CA",earthquake,0.39,0.85,0.158,28,automatic,ci,ci
2017-01-01T05:13:33.250Z,47.7576667,-113.6495,3.11,0.49,md,9,213,0.266,0.11,mb,mb80195724,2017-01-03T20:58:02.310Z,"39km E of Polson, Montana",earthquake,0.83,6.59,0.293,2,reviewed,mb,mb
2017-01-01T05:15:10.450Z,63.8852,-149.2213,116.9,1.3,ml,,,,0.64,ak,ak14869652,2017-01-01T16:40:25.930Z,"12km WNW of Healy, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-01-01T05:21:13.660Z,32.9651667,-115.5358333,3.64,1.33,ml,16,87,0.08254,0.26,ci,ci37776712,2017-01-01T05:24:56.189Z,"2km SSW of Brawley, CA",earthquake,0.63,1.15,0.229,23,automatic,ci,ci
2017-01-01T05:23:30.370Z,37.6383324,-118.9178314,5.94,1.26,md,11,75,0.01704,0.03,nc,nc72746830,2017-01-01T05:39:03.637Z,"4km ESE of Mammoth Lakes, California",earthquake,0.69,1.22,0.11,10,automatic,nc,nc
2017-01-01T05:24:04.990Z,37.6383324,-118.9169998,6.19,1.4,md,17,62,0.01659,0.03,nc,nc72746835,2017-01-01T05:51:04.651Z,"4km ESE of Mammoth Lakes, California",earthquake,0.56,0.52,0.21,18,automatic,nc,nc
2017-01-01T05:26:02.400Z,32.956,-115.5455,5.52,1.33,ml,18,75,0.05586,0.26,ci,ci37776728,2017-01-03T18:11:37.622Z,"3km SSW of Brawley, CA",earthquake,0.42,0.76,0.196,16,reviewed,ci,ci
2017-01-01T05:26:33.940Z,32.9696667,-115.5483333,4.94,1.74,ml,26,86,0.0688,0.28,ci,ci37776736,2017-01-02T03:47:38.892Z,"2km WSW of Brawley, CA",earthquake,0.43,1.1,0.21,27,reviewed,ci,ci
2017-01-01T06:01:25.690Z,33.6418333,-116.6931667,13.58,0.84,ml,32,55,0.06978,0.11,ci,ci37776744,2017-01-02T04:38:50.947Z,"10km N of Anza, CA",earthquake,0.19,0.31,0.139,22,reviewed,ci,ci
2017-01-01T06:07:15.469Z,62.2926,-151.8263,90.1,1.5,ml,,,,0.44,ak,ak14870888,2017-01-01T15:53:10.265Z,"89km W of Talkeetna, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-01-01T06:07:38.600Z,34.222,-117.4695,11.66,0.69,ml,14,69,0.06162,0.12,ci,ci37776752,2017-01-02T04:38:45.717Z,"5km SSE of Lytle Creek, CA",earthquake,0.34,0.68,0.122,11,reviewed,ci,ci
2017-01-01T06:09:25.750Z,34.061,-117.2686667,16.64,0.67,ml,15,110,0.1113,0.21,ci,ci37776760,2017-01-01T06:13:03.395Z,"2km NNW of Loma Linda, CA",earthquake,0.55,0.99,0.127,13,automatic,ci,ci
2017-01-01T06:19:01.550Z,32.9635,-115.5548333,2.29,1.22,ml,10,108,0.06206,0.27,ci,ci37776864,2017-01-01T06:22:27.890Z,"3km SW of Brawley, CA",earthquake,0.56,0.84,0.154,17,automatic,ci,ci
2017-01-01T06:24:54.980Z,38.7996674,-122.777832,1.92,1.07,md,11,67,0.0102,0.09,nc,nc72746845,2017-01-01T06:26:38.299Z,"3km NW of The Geysers, California",earthquake,0.42,0.71,0.19,5,automatic,nc,nc
2017-01-01T06:26:06.829Z,61.6016,-146.3163,32.9,1.7,ml,,,,0.64,ak,ak14870890,2017-01-01T06:36:30.130Z,"52km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-01T06:27:06.041Z,63.0857,-151.5606,8.2,1.5,ml,,,,0.78,ak,ak14870892,2017-01-01T06:36:30.390Z,"112km NW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-01-01T06:28:59.500Z,18.6438,-66.7455,24,2.8,Md,8,234,0.26230806,0.31,pr,pr17001003,2017-01-01T07:24:00.771Z,"18km NNE of Carrizales, Puerto Rico",earthquake,1.5,2.8,0,6,reviewed,pr,pr
2017-01-01T06:29:54.100Z,32.9621667,-115.5521667,7.16,1.31,ml,17,74,0.06095,0.25,ci,ci37776872,2017-01-03T21:13:27.538Z,"3km SW of Brawley, CA",earthquake,0.39,0.89,0.164,19,reviewed,ci,ci
2017-01-01T06:34:32.020Z,37.2861671,-121.6636658,3.47,1.52,md,13,110,0.02816,0.06,nc,nc72746850,2017-01-01T06:50:02.762Z,"15km E of Seven Trees, California",earthquake,0.3,0.84,0.21,11,automatic,nc,nc
2017-01-01T06:35:49.590Z,2.5353,-79.02,13.99,4.7,mb,,137,0.754,0.65,us,us10007p1x,2017-01-01T06:54:23.040Z,"58km NW of Francisco Pizarro, Colombia",earthquake,7.5,5.6,0.071,60,reviewed,us,us
2017-01-01T06:37:57.640Z,32.967,-115.5481667,2.97,1.56,ml,20,85,0.06619,0.24,ci,ci37776880,2017-01-01T06:41:38.750Z,"2km SW of Brawley, CA",earthquake,0.36,0.57,0.197,30,automatic,ci,ci
2017-01-01T06:43:01.720Z,36.2899,-97.508,5,3,mb_lg,,50,0.437,0.38,us,us10007p1y,2017-01-03T20:45:49.461Z,"19km W of Perry, Oklahoma",earthquake,0.8,2,0.066,60,reviewed,us,us
2017-01-01T06:44:22.950Z,32.9595,-115.5658333,2.78,0.46,ml,13,89,0.05803,0.24,ci,ci37776888,2017-01-01T06:48:01.599Z,"4km WSW of Brawley, CA",earthquake,0.49,0.7,0.028,3,automatic,ci,ci
2017-01-01T06:44:24.413Z,61.3943,-152.2752,0,2.2,ml,,,,0.79,ak,ak14870895,2017-01-01T06:55:44.057Z,"94km NNW of Nikiski, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-01T06:44:25.320Z,32.9656667,-115.5485,3,1.64,ml,13,85,0.06484,0.24,ci,ci37776896,2017-01-01T06:48:35.930Z,"2km SW of Brawley, CA",earthquake,0.53,0.73,0.188,26,automatic,ci,ci
2017-01-01T06:45:02.280Z,38.6435,-118.8267,0.9,1.3,ml,10,111.15,0.224,,nn,nn00571848,2017-01-01T06:46:17.671Z,"22km NW of Hawthorne, Nevada",earthquake,,,,,automatic,nn,nn
2017-01-01T06:45:05.970Z,32.9593333,-115.564,2.93,1.57,ml,20,83,0.05777,0.24,ci,ci37776912,2017-01-01T06:48:51.776Z,"4km SW of Brawley, CA",earthquake,0.36,0.61,0.186,27,automatic,ci,ci
2017-01-01T06:46:04.460Z,32.963,-115.5626667,2.93,1.31,ml,14,90,0.06138,0.24,ci,ci37776920,2017-01-01T06:50:08.547Z,"4km WSW of Brawley, CA",earthquake,0.45,0.61,0.175,17,automatic,ci,ci
2017-01-01T06:47:16.610Z,32.9626667,-115.5676667,2.61,1.27,ml,14,89,0.06131,0.21,ci,ci37776928,2017-01-01T06:50:46.631Z,"4km WSW of Brawley, CA",earthquake,0.41,0.59,0.126,21,automatic,ci,ci
2017-01-01T06:49:32.530Z,36.0211667,-117.8173333,0.5,1.12,ml,16,99,0.0392,0.15,ci,ci37776936,2017-01-02T03:41:27.512Z,"12km ESE of Coso Junction, CA",earthquake,0.23,0.38,0.228,19,reviewed,ci,ci
2017-01-01T06:56:05.500Z,17.8726,-67.1658,5,2.7,Md,7,291.6,0.14193381,0.05,pr,pr17001004,2017-01-01T07:26:21.287Z,"11km S of Pole Ojea, Puerto Rico",earthquake,0.5,0.2,0,6,reviewed,pr,pr
2017-01-01T06:57:35.990Z,32.9591667,-115.5708333,2.11,1.25,ml,16,89,0.05816,0.25,ci,ci37776944,2017-01-01T07:01:02.640Z,"4km WSW of Brawley, CA",earthquake,0.42,0.66,0.171,13,automatic,ci,ci
2017-01-01T06:58:17.826Z,38.4054,-118.9327,8.5,2.1,ml,26,57.16,0.141,0.1799,nn,nn00571850,2017-01-01T23:35:49.015Z,"29km WSW of Hawthorne, Nevada",earthquake,,2,0.31,16,reviewed,nn,nn
2017-01-01T06:59:32.190Z,32.961,-115.564,2.34,1.17,ml,11,90,0.05943,0.23,ci,ci37776952,2017-01-02T03:40:55.485Z,"4km WSW of Brawley, CA",earthquake,0.52,0.73,0.177,20,reviewed,ci,ci
2017-01-01T07:03:32.730Z,32.9585,-115.5595,5.3,1.71,ml,18,83,0.05688,0.25,ci,ci37776960,2017-01-02T04:46:14.340Z,"4km SW of Brawley, CA",earthquake,0.46,0.96,0.195,26,reviewed,ci,ci
2017-01-01T07:10:37.533Z,61.8454,-149.0685,34.9,1.1,ml,,,,0.4,ak,ak14872133,2017-01-01T16:47:15.622Z,"12km WNW of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-01-01T07:11:29.430Z,34.2891667,-117.0503333,8.95,0.9,ml,24,59,0.1106,0.18,ci,ci37776976,2017-01-02T04:38:09.744Z,"10km NNE of Running Springs, CA",earthquake,0.35,0.83,0.129,16,reviewed,ci,ci
2017-01-01T07:12:30.660Z,32.962,-115.557,5.12,1.35,ml,16,84,0.06044,0.23,ci,ci37776984,2017-01-01T07:16:04.968Z,"3km SW of Brawley, CA",earthquake,0.51,1.23,0.252,23,automatic,ci,ci
2017-01-01T07:13:02.470Z,32.9701667,-115.556,6.54,2.31,ml,35,73,0.06862,0.26,ci,ci37776992,2017-01-04T00:48:01.590Z,"3km WSW of Brawley, CA",earthquake,0.3,1.01,0.239,46,reviewed,ci,ci
2017-01-01T07:13:21.949Z,61.0579,-150.2634,16.4,1.1,ml,,,,0.49,ak,ak14872134,2017-01-01T16:59:23.007Z,"26km SW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-01-01T07:13:39.490Z,33.5038333,-116.5475,8.21,1.63,ml,51,62,0.04661,0.17,ci,ci37777000,2017-01-02T04:46:10.897Z,"13km ESE of Anza, CA",earthquake,0.21,0.34,0.16,25,reviewed,ci,ci
2017-01-01T07:18:40.353Z,61.6162,-150.0175,40.8,1.6,ml,,,,0.57,ak,ak14872135,2017-01-01T07:29:46.569Z,"10km W of Houston, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-01T07:20:30.200Z,32.9631667,-115.559,5.13,2.13,ml,21,84,0.06154,0.22,ci,ci37777008,2017-01-02T03:35:12.992Z,"3km WSW of Brawley, CA",earthquake,0.39,0.95,0.214,27,reviewed,ci,ci
2017-01-01T07:26:02.300Z,32.9596667,-115.5661667,1.59,1.01,ml,12,108,0.05822,0.23,ci,ci37777016,2017-01-01T07:29:32.050Z,"4km WSW of Brawley, CA",earthquake,0.53,0.84,0.199,9,automatic,ci,ci
2017-01-01T07:30:02.515Z,61.4137,-152.354,11.4,0.8,ml,,,,0.72,ak,ak14872137,2017-01-01T07:51:03.556Z,"99km NW of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-01T07:32:58.640Z,53.4355,-170.9784,186.27,4.3,mb,,115,0.895,0.98,us,us10007p28,2017-01-01T16:05:17.099Z,"91km NNW of Yunaska Island, Alaska",earthquake,12.1,10.4,0.059,81,reviewed,us,us
2017-01-01T07:34:14.170Z,32.9505,-115.57,2.24,1.22,ml,10,89,0.04951,0.28,ci,ci37777024,2017-01-02T03:34:10.609Z,"5km SW of Brawley, CA",earthquake,0.56,0.85,0.177,15,reviewed,ci,ci
2017-01-01T07:34:52.340Z,38.3772,-118.899,17.5,1.6,ml,10,123.28,0.325,,nn,nn00571851,2017-01-01T07:36:21.520Z,"29km SW of Hawthorne, Nevada",earthquake,,,,,automatic,nn,nn
2017-01-01T07:46:55.021Z,58.8293,-153.564,5.8,2.5,ml,,,,0.62,ak,ak14872148,2017-01-01T08:08:16.096Z,"128km SE of Old Iliamna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-01T07:48:47.920Z,38.3648,-118.9073,20.1,1.5,ml,12,95.29,0.311,,nn,nn00571855,2017-01-01T07:50:13.033Z,"30km SW of Hawthorne, Nevada",earthquake,,,,,automatic,nn,nn
2017-01-01T08:08:00.330Z,37.6525,-118.9253333,1.59,0.02,md,12,80,0.01571,0.04,nc,nc72746875,2017-01-03T20:16:54.054Z,"4km E of Mammoth Lakes, California",earthquake,0.29,0.63,0.213,9,reviewed,nc,nc
2017-01-01T08:09:27.660Z,32.9671667,-115.5388333,5.62,1.45,ml,15,78,0.06805,0.24,ci,ci37777032,2017-01-03T17:57:38.037Z,"2km SSW of Brawley, CA",earthquake,0.43,0.81,0.21,14,reviewed,ci,ci
2017-01-01T08:09:49.320Z,32.9763333,-115.5415,11.67,2.44,ml,45,76,0.07048,0.26,ci,ci37777040,2017-01-03T20:39:10.470Z,"1km WSW of Brawley, CA",earthquake,0.25,0.43,0.17,31,reviewed,ci,ci
2017-01-01T08:11:22.880Z,34.28,-116.8391667,6,0.79,ml,14,81,0.06854,0.23,ci,ci37777048,2017-01-01T08:15:04.370Z,"2km NNE of Big Bear City, CA",earthquake,0.52,1.89,0.091,11,automatic,ci,ci
2017-01-01T08:12:48.780Z,32.9755,-115.5511667,7.93,2.28,ml,27,91,0.06771,0.22,ci,ci37777056,2017-01-02T03:14:55.049Z,"2km W of Brawley, CA",earthquake,0.37,0.83,0.237,27,reviewed,ci,ci
2017-01-01T08:21:03.180Z,32.9708333,-115.5353333,2.9,1.1,ml,11,96,0.07239,0.22,ci,ci37777064,2017-01-02T03:14:38.590Z,"1km SSW of Brawley, CA",earthquake,0.54,0.98,0.115,15,reviewed,ci,ci
2017-01-01T08:30:50.518Z,61.4102,-151.516,90.1,1.2,ml,,,,0.67,ak,ak14872156,2017-01-01T17:06:43.374Z,"81km N of Nikiski, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-01-01T08:34:12.599Z,64.092,-150.1329,14.4,1.6,ml,,,,0.45,ak,ak14872157,2017-01-01T08:44:11.745Z,"62km WNW of Healy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-01-01T08:43:33.030Z,32.9721667,-115.53,6.74,2.16,ml,22,77,0.07508,0.27,ci,ci37777072,2017-01-02T03:14:20.703Z,"1km S of Brawley, CA",earthquake,0.41,1.33,0.182,25,reviewed,ci,ci
2017-01-01T08:45:49.500Z,32.9748333,-115.558,5.76,1.32,ml,20,72,0.06637,0.18,ci,ci37777080,2017-01-03T17:39:52.582Z,"3km W of Brawley, CA",earthquake,0.26,0.47,0.139,20,reviewed,ci,ci
2017-01-01T08:47:58.820Z,32.9645,-115.5641667,3.05,1.27,ml,12,107,0.06292,0.26,ci,ci37777088,2017-01-01T08:51:39.691Z,"4km WSW of Brawley, CA",earthquake,0.62,0.75,0.16,15,automatic,ci,ci
2017-01-01T08:51:25.170Z,32.9626667,-115.5325,3.34,1.3,ml,16,88,0.06548,0.26,ci,ci37777096,2017-01-02T03:13:50.732Z,"2km S of Brawley, CA",earthquake,0.42,0.62,0.173,20,reviewed,ci,ci
2017-01-01T08:58:35.708Z,38.3002,-118.9546,9.2,0.8,ml,9,104.43,0.274,0.2123,nn,nn00571861,2017-01-01T21:24:45.833Z,"24km ENE of Bridgeport, California",earthquake,,3.6,0.21,2,reviewed,nn,nn
2017-01-01T09:01:30.660Z,35.5176667,-85.1496667,20.72,1.8,md,6,219,0.05405,0.2,se,se60032803,2017-01-01T17:30:28.620Z,"9km NW of Graysville, Tennessee",earthquake,0.84,0.68,0.098,4,reviewed,se,se
2017-01-01T09:06:21.736Z,62.8494,-149.3794,64.4,2,ml,,,,0.76,ak,ak14873396,2017-01-01T09:25:55.096Z,"64km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-01-01T09:06:45.650Z,33.7601667,-116.0451667,1.55,0.83,ml,13,119,0.1125,0.17,ci,ci37777104,2017-01-02T04:38:20.453Z,"15km NE of Coachella, CA",earthquake,0.32,0.77,0.098,12,reviewed,ci,ci
2017-01-01T09:09:57.360Z,33.5225,-116.5578333,17.46,0.74,ml,28,76,0.04148,0.17,ci,ci37777112,2017-01-02T04:38:15.340Z,"11km ESE of Anza, CA",earthquake,0.31,0.47,0.155,18,reviewed,ci,ci
2017-01-01T09:36:29.131Z,38.388,-118.9171,7.7,3,ml,32,54.96,0.138,0.1992,nn,nn00571865,2017-01-01T20:37:23.448Z,"29km WSW of Hawthorne, Nevada",earthquake,,2,0.29,21,reviewed,nn,nn
2017-01-01T09:49:49.376Z,38.3937,-118.9219,5.5,1,ml,15,56.75,0.138,0.1943,nn,nn00571867,2017-01-01T15:49:03.464Z,"29km WSW of Hawthorne, Nevada",earthquake,,6.1,0.3,8,reviewed,nn,nn
2017-01-01T10:04:17.470Z,16.108,-98.8014,10,4.2,mb,,194,1.464,0.68,us,us10007p2s,2017-01-01T10:40:53.040Z,"45km S of Tecoanapa, Mexico",earthquake,8.7,2,0.057,87,reviewed,us,us
2017-01-01T10:10:41.620Z,32.9735,-115.5466667,5.59,2.61,ml,36,76,0.07105,0.26,ci,ci37777136,2017-01-03T20:48:54.987Z,"2km WSW of Brawley, CA",earthquake,0.24,0.56,0.182,51,reviewed,ci,ci
2017-01-01T10:11:57.372Z,38.3516,-118.9106,13.6,0.9,ml,8,130.02,0.306,0.1035,nn,nn00571871,2017-01-01T23:01:12.942Z,"29km ENE of Bridgeport, California",earthquake,,6.1,0.18,3,reviewed,nn,nn
2017-01-01T10:14:46.690Z,33.2041667,-116.0216667,3.8,1.42,ml,40,61,0.08146,0.23,ci,ci37777144,2017-01-03T22:41:01.304Z,"12km SSW of Salton City, CA",earthquake,0.26,0.6,0.122,51,reviewed,ci,ci
2017-01-01T10:24:25.030Z,32.9671667,-115.5381667,5.73,1.7,ml,20,87,0.0682,0.24,ci,ci37777152,2017-01-01T13:03:13.841Z,"2km SSW of Brawley, CA",earthquake,0.43,0.9,0.195,26,automatic,ci,ci
2017-01-01T10:25:10.130Z,32.9698333,-115.5256667,3.15,1.51,ml,17,76,0.07427,0.26,ci,ci37777160,2017-01-01T13:03:29.128Z,"1km SSE of Brawley, CA",earthquake,0.5,0.76,0.155,21,automatic,ci,ci
2017-01-01T10:28:08.510Z,32.9835,-115.5431667,10.56,2.41,ml,50,77,0.06358,0.27,ci,ci37777168,2017-01-03T20:55:22.210Z,"1km WNW of Brawley, CA",earthquake,0.23,0.5,0.249,27,reviewed,ci,ci
2017-01-01T10:32:02.275Z,37.0571,-116.1325,6.3,0.6,ml,20,48.24,0.026,0.1254,nn,nn00571872,2017-01-01T15:15:03.088Z,"58km ENE of Beatty, Nevada",earthquake,,1.5,0.33,10,reviewed,nn,nn
2017-01-01T10:38:27.308Z,38.2872,-118.9303,19.5,0.7,ml,10,104.26,0.253,0.2244,nn,nn00571874,2017-01-01T15:21:32.722Z,"26km E of Bridgeport, California",earthquake,,8.5,0.19,5,reviewed,nn,nn
2017-01-01T10:49:23.030Z,36.4515,-89.5313333,9.29,1.86,md,35,34,0.06387,0.08,nm,nm60143347,2017-01-03T18:54:52.170Z,"9km NNW of Tiptonville, Tennessee",earthquake,0.13,0.35,0.209,21,reviewed,nm,nm
2017-01-01T10:54:13.374Z,38.3883,-118.9141,7.1,1.4,ml,20,63.64,0.135,0.1904,nn,nn00571877,2017-01-01T15:58:31.130Z,"29km WSW of Hawthorne, Nevada",earthquake,,4.1,0.33,9,reviewed,nn,nn
2017-01-01T10:57:30.480Z,32.9713333,-115.565,3.11,1.17,ml,13,77,0.06824,0.16,ci,ci37777176,2017-01-03T21:58:36.940Z,"3km WSW of Brawley, CA",earthquake,0.34,0.44,0.162,8,reviewed,ci,ci
2017-01-01T10:57:54.000Z,32.9746667,-115.5416667,5.69,2.18,ml,27,87,0.07187,0.21,ci,ci37777184,2017-01-02T03:07:22.688Z,"1km WSW of Brawley, CA",earthquake,0.34,0.83,0.197,26,reviewed,ci,ci
2017-01-01T10:58:03.860Z,33.505,-116.5446667,8.62,0.8,ml,28,76,0.04916,0.19,ci,ci37777192,2017-01-02T03:06:35.258Z,"13km ESE of Anza, CA",earthquake,0.38,0.52,0.193,26,reviewed,ci,ci
2017-01-01T10:59:06.066Z,61.5833,-150.3669,46.3,1.1,ml,,,,0.5,ak,ak14874641,2017-01-01T17:12:31.759Z,"22km WNW of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-01-01T11:09:22.160Z,38.7853317,-122.8223343,4.43,0.78,md,9,150,0.0241,0.05,nc,nc72746900,2017-01-01T11:11:02.793Z,"5km W of The Geysers, California",earthquake,0.49,1.11,0.34,4,automatic,nc,nc
2017-01-01T11:11:22.455Z,62.6464,-150.7026,17.9,1.6,ml,,,,0.69,ak,ak14874644,2017-01-01T11:17:58.495Z,"47km NW of Talkeetna, Alaska",earthquake,,1.4,,,automatic,ak,ak
2017-01-01T11:23:22.168Z,38.3713,-118.913,7.6,1.1,ml,15,64.74,0.325,0.2164,nn,nn00571878,2017-01-01T21:12:18.893Z,"30km SW of Hawthorne, Nevada",earthquake,,1.8,0.17,3,reviewed,nn,nn
2017-01-01T11:23:44.270Z,32.9665,-115.547,2.63,1.4,ml,16,85,0.06587,0.31,ci,ci37777200,2017-01-01T13:08:17.240Z,"2km SW of Brawley, CA",earthquake,0.61,0.82,0.16,23,automatic,ci,ci
2017-01-01T11:34:23.720Z,46.5366667,-112.5283333,15.49,1.57,ml,10,77,0.027,0.08,mb,mb80195519,2017-01-01T18:27:05.170Z,"22km NE of Deer Lodge, Montana",earthquake,0.39,0.54,0.091,2,reviewed,mb,mb
2017-01-01T11:43:58.891Z,60.226,-152.4897,96.1,1.9,ml,,,,0.9,ak,ak14874645,2017-01-01T11:56:07.950Z,"32km SSE of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-01-01T11:45:21.870Z,33.322,-116.2735,9.17,0.84,ml,24,91,0.1317,0.22,ci,ci37777216,2017-01-02T03:03:46.924Z,"12km NE of Borrego Springs, CA",earthquake,0.35,1.21,0.087,15,reviewed,ci,ci
2017-01-01T11:48:44.844Z,61.7504,-148.1827,0.4,2.1,ml,,,,0.71,ak,ak14874647,2017-01-01T12:02:26.567Z,"35km E of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-01T11:52:47.681Z,61.7332,-148.2329,16,0.9,ml,,,,0.43,ak,ak14874651,2017-01-01T12:02:26.825Z,"33km ESE of Sutton-Alpine, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-01-01T11:59:10.630Z,37.2276667,-97.8778333,3.55,2.01,ml,10,126,0.02545,0.05,ismpkansas,ismpkansas70216793,2017-01-03T03:00:37.710Z,"14km ESE of Harper, Kansas",earthquake,0.22,0.64,0.146,12,reviewed,ismp,ismp
2017-01-01T12:02:02.370Z,33.5113333,-116.5425,8.95,0.6,ml,24,80,0.04704,0.15,ci,ci37777224,2017-01-02T04:38:24.272Z,"13km ESE of Anza, CA",earthquake,0.25,0.5,0.135,16,reviewed,ci,ci
2017-01-01T12:04:26.630Z,47.8516667,-121.8155,13.61,0.92,ml,8,158,0.05731,0.11,uw,uw61226667,2017-01-03T18:20:50.930Z,"1km S of Sultan, Washington",earthquake,0.81,0.56,0.078,3,reviewed,uw,uw
2017-01-01T12:18:06.310Z,47.819,-114.2426667,0.66,-0.47,md,6,96,0.077,0.02,mb,mb80195729,2017-01-03T21:04:45.580Z,"15km NNW of Polson, Montana",earthquake,1.04,1.22,0.136,2,reviewed,mb,mb
2017-01-01T12:19:35.120Z,32.9711667,-115.549,4.57,1.55,ml,21,86,0.0702,0.25,ci,ci37777232,2017-01-02T03:03:12.621Z,"2km WSW of Brawley, CA",earthquake,0.44,1.26,0.227,29,reviewed,ci,ci
2017-01-01T12:28:20.730Z,32.966,-115.5515,2.91,1.44,ml,16,93,0.06482,0.27,ci,ci37777240,2017-01-02T03:02:25.293Z,"2km SW of Brawley, CA",earthquake,0.47,0.64,0.194,25,reviewed,ci,ci
